x1,proba_b_better_a,expected_loss_A,expected_loss_B
0,0.706906509511625,0.2606272539653562,0.07187158191347781
1,0.47893646535484935,0.1392491202821795,0.15132042181338384
2,0.6904698738763244,0.24169493083624335,0.0689917815420129
3,0.4917660788053224,0.13285885660012275,0.12888442830779798
4,0.6284536784584265,0.18319421452163698,0.07964573187379745
5,0.5395477655471993,0.12765529618184476,0.11655157376643607
6,0.6523706282604966,0.16777559756809318,0.06866904052615513
7,0.7420390216894807,0.2102324408981782,0.04054661184480416
8,0.7974486791078004,0.23903301550926961,0.024691447634562522
9,0.844650394795503,0.2757232442295865,0.019696737590021222
10,0.8565570237013558,0.27194742315737097,0.013211950446389998
11,0.8751903520350967,0.30232967904222574,0.009173746734925967
12,0.8925980439853068,0.3159369448636168,0.007605362094492817
13,0.9571605944474272,0.35911784463694624,0.004949601882450148
14,0.9692867334214645,0.35646267605101317,0.003250531323048351
15,0.9081587452992749,0.34551510243808364,0.004032268172110358
16,0.9667999483893666,0.3640286305421341,0.001869129879856676
17,0.966227217034447,0.3770600127935545,0.001904646895293992
18,0.9661270623368096,0.3764801962944975,0.0021562954093684813
19,0.9722281814744734,0.39108780648452446,0.0009184935751043853
20,0.9363921585788763,0.37646040291374605,0.001222935025910795
21,0.9794485729464748,0.3989108693241602,0.0017483280953637693
22,0.9762106804985838,0.4074502556924802,0.0009977380467423927
23,1.0322416375058348,0.4294244557111939,0.0006600341091611731
24,0.9488490583683333,0.37334477988323783,0.002012917179393393
25,0.9185435816621887,0.3295868921726152,0.004207356664177195
26,0.9574123149028461,0.3401725922601555,0.0025889555218243823
27,0.9393889114921361,0.35240453007883565,0.00271441302804723
28,0.9885695453352931,0.36569727194567875,0.0025112485618234096
29,0.9414609573614616,0.3458347905594089,0.0022631861145526976
30,0.9336802028459098,0.35218730782030183,0.0022988701161672153
31,0.9777135647640608,0.3693616088904074,0.0017185290790407409
32,0.9685427847513275,0.36799782313042534,0.001783392718749371
33,0.9939421743758592,0.3905352610830477,0.001258007529135949
34,0.99851935178143,0.39900486861398404,0.0008041833096428747
35,0.9776915991289674,0.38000147171577364,0.0011438077222721535
36,0.9582362822592277,0.3701766569926487,0.0010198908771397405
37,1.0025824665039373,0.39518822457692,0.0008070514022696228
38,0.979348237198913,0.3685761022735218,0.001396448638725017
39,0.9449068473104674,0.35764541568717667,0.0012445125142936924
40,0.9510739239940913,0.2980979155079416,0.0019736057332602475
41,0.959000045030818,0.2902170218888872,0.0017146252049339058
42,0.9651486494955501,0.3133954934756176,0.002029506206236056
43,0.9762349557317321,0.30421576279015644,0.001918675162847569
44,0.9509968241135244,0.2886065572197374,0.003505491052356241
45,0.9036902318865911,0.2612700157202036,0.003780290585582493
46,0.9211055547735972,0.2656197282381655,0.003395506091332653
47,0.9441704290024375,0.2800911950590926,0.0031790854362122424
48,0.9390615877349111,0.27591355032609705,0.0033440725399192864
49,0.9696987768364481,0.33806960884738374,0.0008393057830334087
50,0.995322373439441,0.3342448265015647,0.0013084764866748114
51,0.9441394869435983,0.3280410745354469,0.0011608977277913688
52,0.9823075940361157,0.3399555320687057,0.0010091382081497487
53,0.968960730238932,0.32235659264333766,0.0014889986577530095
54,0.9800016104864526,0.32602349616498066,0.0010291369489032346
55,1.0044443796471672,0.3337213385991455,0.0012444002716588375
56,0.9766912660401553,0.33073126021620125,0.0012843384551735992
57,0.9693685920284387,0.33835195123281087,0.0013901246994757538
58,0.9771300468532854,0.33314410089222724,0.0010108394539552685
59,0.9781796236631877,0.3490640195526947,0.0008783050993684717
60,0.9756297935346743,0.33815980243137106,0.0007863348336747955
61,0.9778266909128575,0.3406178722415863,0.0007951148541038292
62,1.0031152408618373,0.3482291819739206,0.0008330624155815158
63,0.9698006963609344,0.3439853176120994,0.0008383734152317857
64,0.9776216014330742,0.33942415893201283,0.00047358211618987267
65,0.9752751728471051,0.35113035670994835,0.0009657690550687554
66,0.986203248233029,0.34541889456796554,0.0009259231214019828
67,0.9744592822416289,0.34063137283562095,0.0007457482523103394
68,0.9813057183456384,0.3447602870072544,0.0008363410266698284
69,0.9938643152013579,0.35413584305299595,0.0005095388783424594
70,1.002928566956976,0.36203770866065815,0.0006456522085394647
71,0.9906999010434508,0.3552062028163963,0.0005211370176866975
72,0.9901975586180851,0.36183221908644964,0.0005002126388258468
73,0.9768023403848004,0.36101601381282467,0.0006368218128134359
74,0.9834290276232616,0.35185129179406616,0.0007779398965392411
75,0.9617921652045945,0.3333467551449972,0.0012276572582744975
76,0.9886718230695806,0.3402643109604894,0.001188614876898934
77,0.9711152385589376,0.32748699655633506,0.0010256408315562364
78,0.9648180560192755,0.33170906791449123,0.0012303465276402889
79,0.980342419364937,0.3258988424415299,0.0013184066022733144
80,0.9627671577686332,0.31621111969146387,0.0019730444510382334
81,0.9574417494686625,0.3139594853977305,0.002204149448016638
82,0.9475280369832576,0.2982098226195026,0.0026319753392205977
83,0.9500027832310203,0.28754036255436705,0.00290189633919505
84,0.9399200500270599,0.27767269064545486,0.0036644543217568305
85,0.9447026323910369,0.27267784874328055,0.003598694925686549
86,0.9501143338737128,0.2791156556672481,0.002972686638413053
87,0.934334802162947,0.2707870441131513,0.0039800803464053605
88,0.9214954917764332,0.253716869806814,0.004717443797689414
89,0.9233107473157334,0.2550197366283067,0.004448764342610492
90,0.97048826939999,0.26941141096588717,0.004058955954009366
91,0.8938485939872244,0.2451943698986577,0.005980608045666773
92,0.961759302634853,0.29802035627922374,0.0017681460086993307
93,0.9628707717724029,0.29860465748757303,0.0023664056039290784
94,0.9583496939315693,0.28853373513889863,0.0023449463275541896
95,0.9772725221902445,0.28560051088210014,0.0025301486617569733
96,0.9175129850071065,0.2719008168101613,0.0036005104062209353
97,0.9001086613880698,0.22371283008538587,0.0057418360748610325
98,0.8939800972883047,0.2208931046443155,0.0070998917150896165
99,0.9100343652801496,0.21764376733394702,0.00629183522105807
100,0.8964310622534358,0.20823034050614883,0.007139391355881587
101,0.8699022976089225,0.20155484078296004,0.007874980179696508
102,0.8743664364974618,0.20761828321190628,0.007155665100613373
103,0.8989171749020963,0.2152760737972882,0.006925724897283418
104,0.853449446992142,0.19438938856539692,0.008753228487096682
105,0.8944127695453526,0.21369744874965085,0.0069499754842243895
106,0.8756676895050668,0.19701013985980828,0.0077048605860681706
107,0.8839818981951297,0.20302036258813616,0.007752424833521677
108,0.9200792370507532,0.20621524786667558,0.0066890846210413
109,0.8587844755779155,0.1867158918778481,0.009293204226406901
110,0.7963102338482033,0.15084082889944758,0.01609064484967042
111,0.7799380407206318,0.15006341865969292,0.015774591976944318
112,0.7410203499274817,0.11651250889599951,0.02206627901663159
113,0.6580033678368113,0.08912096686988126,0.029578176829787507
114,0.7842879174725341,0.11959263919406364,0.01757554472447815
115,0.7303789418560231,0.10513129557445458,0.020055056747337402
116,0.6709911941921789,0.09082466963417375,0.024992273542682474
117,0.6591643579554115,0.09423118931132718,0.02604219754313485
118,0.6254406466716614,0.07915830449510503,0.03134355630483414
119,0.5696903581006889,0.06279921407120373,0.03785684373211335
120,0.5490800890482879,0.06354857066049152,0.03675616646627152
121,0.532786059227858,0.056891138267897164,0.03757988756797795
122,0.4937450319863998,0.048245470924003525,0.04445154208623734
123,0.42365118824875303,0.0374755609514697,0.05484452028508976
124,0.3789904530276389,0.03130972245066953,0.0629783100418105
125,0.32311049939301006,0.025265329565955376,0.06928245512503706
126,0.45157439489583456,0.03846045457972957,0.05074389262082793
127,0.41858612706132725,0.03563782300228793,0.0507662329855111
128,0.3560442724947988,0.027060882453403427,0.06066469261335342
129,0.3295450496408855,0.024642455287531395,0.06362577459246414
130,0.2669326014178997,0.01764979581190684,0.07273238208126552
131,0.25428355791952695,0.01717415808756257,0.07846746755375864
132,0.34764702110579654,0.0251805080052499,0.05926001923526751
133,0.31006283008370156,0.01993229117383325,0.0712446659613564
134,0.28220966518126905,0.01935564328631976,0.07283428178369422
135,0.3683005716386493,0.02528341431328051,0.05494089672923913
136,0.36622759623336903,0.024818102601700278,0.06129588521923084
137,0.31149977355428243,0.020692109815533755,0.06298401736375801
138,0.3867465692829082,0.030424378713571665,0.048438580684685095
139,0.4774882766221577,0.0367944437992712,0.03977616116143417
140,0.5171610722700799,0.04095027308527909,0.034331587247199105
141,0.4893705268457951,0.03730474017679147,0.03836956308861816
142,0.43338507851337515,0.03045255562834325,0.0437401852710732
143,0.4374984786998504,0.029620227678573016,0.044226646692490275
144,0.38752632585418784,0.025983837916362156,0.0520533698014263
145,0.3531421906887281,0.022053307218610298,0.0558849969258369
146,0.3150453903181618,0.018664022556665685,0.06338588142229316
147,0.4058860602035383,0.027023328644700237,0.046673354829488964
148,0.37558840044170155,0.023098246707467743,0.054911355032967735
149,0.4661537688138201,0.03179871557526044,0.04084425211116224
150,0.5304559022185057,0.041347990346998514,0.03379421960698153
151,0.4453118112196458,0.03209130462700913,0.04030933820333264
152,0.484966017542254,0.036091599516891976,0.03502233002547885
153,0.44034522850064145,0.03199437061560425,0.041620385274065114
154,0.4034089168923796,0.026735056271451747,0.04551768331472323
155,0.43485612924497596,0.027231922891860858,0.04193415458851596
156,0.4156513774843866,0.025281904161938453,0.045581347419482214
157,0.34319079429623267,0.019887696557911602,0.05230539886125146
158,0.30289574033190975,0.0169818116274518,0.05861182235883106
159,0.33878589914438045,0.019912582742043883,0.05525711057000095
160,0.40640234325170754,0.02693086187030618,0.04428478051207571
161,0.3789685059243008,0.02170918165319155,0.04954078448299933
162,0.4278884083989182,0.027907821003351926,0.04022655954541881
163,0.39973685061706055,0.023973373360104036,0.04292913122261909
164,0.33843270404152564,0.020126120646003755,0.05098041869547275
165,0.3471118763475717,0.019752053186915475,0.05122599741465141
166,0.28953284508380617,0.014601480769822144,0.057147309677159
167,0.27987236245887775,0.014783226896417019,0.05979732674676794
168,0.24746026224198642,0.012914013611604887,0.06365334375131776
169,0.2340025111911682,0.012298133480121001,0.06819857464769101
170,0.24020071744202848,0.011043304995905721,0.07191198497090358
171,0.2730179497030045,0.014478984349825069,0.06210143576694724
172,0.23321568492271572,0.011191998663060787,0.06488775083071971
173,0.2362500310681822,0.010551786981042942,0.0692042562998605
174,0.17632804341610994,0.0072763348273990865,0.07736218440323496
175,0.22899125500270895,0.010991741422774886,0.06737468757611025
176,0.2044631926741938,0.009426059525415347,0.06887717242339775
177,0.17980458031198163,0.0078123114341427016,0.07814352717803277
178,0.24466238743656046,0.011643797748574393,0.06775825016544197
179,0.1943973012628652,0.008330492104608355,0.07375694847977853
180,0.26151891067414545,0.011890905952374044,0.06007539103975171
181,0.21879755458640301,0.010783526040751976,0.06584141163907484
182,0.19542672848356585,0.00843929447188676,0.0715676233882924
183,0.16984273370119093,0.006974979554433654,0.0747000067420785
184,0.23928755231828835,0.010882071010119223,0.06188181410648075
185,0.309049652424519,0.014342002848629298,0.05437021042448457
186,0.34821158477486225,0.017428355622155504,0.04611752158579394
187,0.3074218064367155,0.015980808123288937,0.051414514255131126
188,0.3022208476998658,0.014509784202444205,0.053896171097240334
189,0.248220210806441,0.011131582226148552,0.05831686520739666
190,0.2317523696314334,0.010603237436907805,0.06429671551888962
191,0.2407936225322419,0.01021609830436928,0.06302753879095754
192,0.1977006908016229,0.007434591005843902,0.07300177567877714
193,0.19034435228610075,0.006417582941337138,0.0751117553573809
194,0.15094222521564882,0.0054294883328426455,0.08208427871913025
195,0.19418213501174417,0.007914489895357571,0.07010777627956076
196,0.18518473621562118,0.006883788157458453,0.07172658936208086
197,0.14181042756004103,0.005872517762080157,0.07902790616737823
198,0.1936204249805672,0.007559350286314807,0.07094890085975919
199,0.18667455893005955,0.00664996545473177,0.07481223094957345
200,0.15528658637819173,0.006461089829571989,0.07900933580533337
201,0.16187875717482553,0.006367151823215815,0.07475164490460558
202,0.15776964469647936,0.005501122742929083,0.07546500979957815
203,0.11765787329829953,0.004403673963397483,0.08296147614070716
204,0.11715297938136744,0.004299878761842244,0.08386911796508337
205,0.1240140847418551,0.004259623501895631,0.08365562771129811
206,0.09778503686656823,0.0035255224451973934,0.08812742455993973
207,0.12501855877865803,0.0041369157550554,0.08419958667776944
208,0.11188564645254447,0.0034349620852337018,0.08812520380669367
209,0.12848365405959106,0.004325338201177352,0.08360143053260849
210,0.18589654692320154,0.006555969831379972,0.07284939730113886
211,0.1446671251667965,0.004892926059213401,0.07850281408780373
212,0.12621127377356472,0.004671260538290692,0.08040071050771197
213,0.1182051719447102,0.003872758679037608,0.08278350703733503
214,0.09862356267844158,0.0031372443309899967,0.0893656713209825
215,0.08617114359857118,0.00312051898945639,0.09301859507995303
216,0.09547921637678622,0.002767207842469937,0.09214783116452308
217,0.0723924596784442,0.0021625617201958295,0.09527597500082405
218,0.06107984642170922,0.0017473880131833723,0.10076351453627903
219,0.0502684057021212,0.0017357315884547384,0.10346951371962687
220,0.06712619063617639,0.0017317051618472169,0.09982527932409604
221,0.09253198658198394,0.002855644455944357,0.08817370092507879
222,0.08642909208598014,0.0024628423185061037,0.09532588585847275
223,0.09576944241091116,0.0030541908700068257,0.0851494952263489
224,0.08376998916161353,0.0026642747063978602,0.09030905859663298
225,0.06572171618079396,0.0019845851561806215,0.09566463434983982
226,0.06941692058458525,0.0020807438515493583,0.09945560656879306
227,0.06548198018564697,0.002049764240184861,0.10420380090732298
228,0.06261471657870236,0.0018940706599503941,0.09518224709911279
229,0.06092687047080034,0.0016071778383543287,0.09883565261427082
230,0.06857066492553565,0.001970276408707264,0.09999326402873894
231,0.05322022639987187,0.0013872146510193778,0.10504960409593714
232,0.0486632757880517,0.0012522984541715237,0.10788982281915858
233,0.041724828539703836,0.0009537238853627356,0.11136565092103262
234,0.04225913295617747,0.0010963870230967204,0.11299810205688829
235,0.03316570947485215,0.0009310356348306287,0.11241105192273453
236,0.048108554557796654,0.0013620743954943343,0.10897673535326242
237,0.036547747009208494,0.0009549769223754845,0.1135708598725696
238,0.03370943639115129,0.000837443900244145,0.11360769966147416
239,0.03008035714521933,0.0005955628265453593,0.12210372964739238
240,0.03346573344240877,0.0008179961493164861,0.11658751571512056
241,0.03852884966161575,0.0010108532872447785,0.11232322346589196
242,0.03667170473243454,0.0010845710487395982,0.10527012386648535
243,0.03934376581178177,0.0009862764706529633,0.11395925807824296
244,0.04115441306703146,0.001136468350923861,0.10478577211608842
245,0.03072892172085239,0.0007625103669649236,0.11384641425202964
246,0.03125361942486178,0.0007345834426147694,0.11250865290741462
247,0.023177585505184485,0.0005585050837262382,0.11503080501196175
248,0.027028253574227824,0.0005393805841473819,0.11818114510618463
249,0.02070264011277099,0.00043360100612756036,0.1244044183246754
250,0.02055386099178111,0.0003877640962008697,0.12371369483015132
251,0.021195598723755624,0.0005018338429559938,0.12461025061510177
252,0.01692549527601401,0.0004631477398868306,0.1171996961355459
253,0.020406041795523376,0.00047879458916198216,0.127058808665903
254,0.024334478474181475,0.0005681841510662597,0.1128227162558735
255,0.02692838911121841,0.0005509062211220555,0.11499469411289542
256,0.029382848631608983,0.0007979680843712395,0.10995769847387439
257,0.03502762717048711,0.0008328750282411409,0.11158738071722224
258,0.03523155668639603,0.0008185935001719369,0.10931616567093937
259,0.030371977130555387,0.0006266072063940972,0.11399667172995928
260,0.021937965291801875,0.0004473117191171288,0.11899944828769365
261,0.019632427710601832,0.0004587790809470677,0.11860500580812451
262,0.019407056701780525,0.00041180444837465255,0.11895128812934765
263,0.023471419883436616,0.0004719245183378347,0.11865321096401282
264,0.01600390252024905,0.00033795589785527757,0.12890891531016238
265,0.014889431921352204,0.00037004902420237525,0.13032219279650178
266,0.011428889634413299,0.0003111132549110958,0.13353535595477292
267,0.016727151575658815,0.00032490334089926306,0.1261448404832087
268,0.01844460654661398,0.00036653301011977546,0.12498927958957341
269,0.012832228679087817,0.00023780693780888493,0.12640120559985463
270,0.013592034788709705,0.00025934124827033865,0.13156051791061213
271,0.010588456716408456,0.00021551600166121247,0.1326541064333155
272,0.007477307300331644,0.00013858916505425027,0.1389841457720999
273,0.007927339430273182,0.0001511797601490476,0.13080945678447697
274,0.010537196058893436,0.00016848211363921085,0.14022212920942023
275,0.0099204888702157,0.00023235267802178153,0.13644732314060026
276,0.006030505067474266,0.00012441821406646963,0.13252176227738754
277,0.009317677825093622,0.00015648759662210537,0.13928405371692024
278,0.004303750619282501,8.35454545784145e-05,0.14197306299369747
279,0.006571867803124313,0.000158138657413881,0.14639421523008692
280,0.008068120531566162,0.0001573746792246437,0.13745227055448636
281,0.008635215629774175,0.00014444269026968697,0.1364414218720964
282,0.01186793793188102,0.00011293817470158189,0.1366276134180711
283,0.0113565012706285,0.0002372054903039743,0.13864478206651715
284,0.01102748602188027,0.00018903578157454984,0.13204780080031847
285,0.010737677759078064,0.0001811145309257726,0.12486981700839557
286,0.00782008103970497,0.00017517653057213511,0.13017962131336094
287,0.009167901029246533,0.00010630164044904163,0.1355946083159696
288,0.005491509669707975,0.0001237420629707771,0.1320174994702519
289,0.008782404323548177,0.00017582387418339698,0.13231897899985293
290,0.008151039742239482,0.0001636437526400093,0.13547769662603298
291,0.007935152235366602,0.0001471164623591515,0.13433961586815008
292,0.005639571633282522,9.621279630598863e-05,0.13567560582184898
293,0.005752337930581736,0.0001338106358472697,0.13855589343906094
294,0.004029317727024594,0.00011791939371966705,0.1383033778054584
295,0.005258556782936045,8.397150710232165e-05,0.13764561467772066
296,0.008549960371736201,0.00014026865919116626,0.13631777478949345
297,0.008594794274217592,0.00010946898542454518,0.13330839222158467
298,0.0050817948356339585,8.971348303401335e-05,0.14012547551353147
299,0.005819773630283657,9.721550132711838e-05,0.14336982457292477
300,0.00642708929086348,9.854846585238686e-05,0.13706882367330991
301,0.006008031415790907,9.518723496217959e-05,0.14427990390319922
302,0.004324394008707769,7.277498640049247e-05,0.13904543375356562
303,0.005662035099121201,0.00011393464164567622,0.13515188936522765
304,0.004785912286064091,0.00010581015550365469,0.14080164656784627
305,0.004143373590798101,6.403724811141821e-05,0.14097433065793422
306,0.0037875007705791565,9.597026174087853e-05,0.14345744955301404
307,0.005437962428436492,9.932432646487141e-05,0.14143029421087208
308,0.004316216302838653,8.723913630278661e-05,0.14751036534460238
309,0.004176449570714556,5.722279576286072e-05,0.1478851103057578
310,0.0049993085445386755,8.848571148697122e-05,0.13836364423879982
311,0.004688424160155074,6.254110588227664e-05,0.14499243110574006
312,0.003631969874672448,8.127345005883298e-05,0.14470832411200202
313,0.002932168430099589,6.243500168825954e-05,0.14823046859636396
314,0.001971876767399056,3.0893014976881074e-05,0.14121631505314627
315,0.005243031427040157,7.072018389625018e-05,0.1442137771890597
316,0.005453933903957541,0.00012880493945117736,0.13533034764569993
